index  ,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
12739,2,Internet,RoundTrip,113,19,12,Tue,HNDPER,Australia,1,0,0,7.57,0
12740,5,Internet,RoundTrip,44,22,14,Tue,HNDPER,Australia,1,0,1,7.57,0
12741,2,Internet,RoundTrip,215,22,8,Mon,HNDPER,Australia,1,1,0,7.57,0
12742,2,Internet,RoundTrip,196,25,11,Tue,HNDPER,Australia,1,0,0,7.57,0
12743,1,Internet,OneWay,275,26,3,Thu,HNDPER,Australia,1,0,0,7.57,0
12744,1,Internet,RoundTrip,314,17,10,Sat,HNDPER,Australia,0,0,0,7.57,0
12745,2,Internet,RoundTrip,127,32,10,Mon,HNDPER,Australia,1,0,1,7.57,0
12746,1,Internet,RoundTrip,35,20,10,Sat,HNDPER,Australia,1,1,0,7.57,0
12747,1,Internet,RoundTrip,223,26,12,Sat,HNDPER,Australia,1,0,0,7.57,0
12748,1,Internet,RoundTrip,46,17,3,Thu,HNDPER,Australia,1,1,0,7.57,0
12749,1,Internet,RoundTrip,222,57,12,Wed,HNDPER,Australia,1,1,0,7.57,0
12750,3,Internet,RoundTrip,361,17,10,Sun,HNDPER,Australia,1,0,1,7.57,0
12751,3,Internet,RoundTrip,264,20,8,Wed,HNDPER,Australia,1,1,0,7.57,0
12752,1,Internet,RoundTrip,11,93,10,Thu,HNDPER,Australia,0,0,0,7.57,1
12753,2,Internet,RoundTrip,148,17,10,Wed,HNDPER,Australia,1,0,0,7.57,0
12754,2,Internet,RoundTrip,243,20,12,Sun,HNDPER,Australia,1,0,1,7.57,0
12755,1,Mobile,RoundTrip,175,22,0,Thu,HNDPER,Australia,1,1,1,7.57,0
12756,2,Internet,RoundTrip,158,22,10,Wed,HNDPER,Australia,1,0,1,7.57,0
12757,2,Internet,RoundTrip,207,19,7,Tue,HNDPER,Australia,1,0,0,7.57,0
12758,2,Internet,RoundTrip,293,25,19,Sat,HNDPER,Australia,1,1,1,7.57,0
12759,2,Internet,RoundTrip,233,19,17,Thu,HNDPER,Australia,1,0,0,7.57,0
12760,2,Internet,RoundTrip,282,24,14,Mon,HNDPER,Australia,1,1,0,7.57,0
12761,1,Internet,RoundTrip,20,24,23,Wed,HNDPER,Australia,1,1,0,7.57,0
12762,2,Internet,RoundTrip,38,22,14,Thu,HNDPER,Australia,1,0,0,7.57,0
12763,2,Internet,RoundTrip,210,33,7,Thu,HNDPER,Australia,1,1,1,7.57,0
12764,4,Internet,RoundTrip,243,23,2,Sat,HNDPER,Australia,0,1,1,7.57,0
12765,3,Internet,RoundTrip,171,28,15,Tue,HNDPER,Australia,1,1,0,7.57,0
12766,1,Internet,RoundTrip,27,18,13,Mon,HNDPER,Japan,1,1,0,7.57,0
12767,1,Internet,RoundTrip,23,17,5,Mon,HNDPER,Australia,0,1,0,7.57,0
12768,1,Internet,RoundTrip,228,47,4,Sun,HNDPER,Japan,0,0,0,7.57,0
12769,1,Internet,RoundTrip,189,21,7,Fri,HNDPER,Australia,1,1,1,7.57,0
12770,2,Internet,OneWay,220,18,11,Fri,HNDPER,Australia,1,0,0,7.57,0
12771,2,Internet,RoundTrip,60,19,8,Thu,HNDPER,Australia,1,0,0,7.57,0
12772,1,Internet,RoundTrip,114,22,13,Tue,HNDPER,Australia,1,0,1,7.57,0
12773,4,Internet,RoundTrip,206,32,7,Fri,HNDPER,Australia,1,0,0,7.57,0
12774,1,Internet,RoundTrip,36,30,14,Tue,HNDPER,Japan,1,1,1,7.57,0
12775,1,Internet,RoundTrip,25,34,14,Tue,HNDPER,Japan,1,0,0,7.57,0
12776,1,Internet,RoundTrip,236,22,8,Tue,HNDPER,Australia,1,0,0,7.57,0
12777,1,Internet,RoundTrip,237,17,2,Mon,HNDPER,Australia,1,0,0,7.57,0
12778,2,Internet,RoundTrip,241,19,7,Sun,HNDPER,Australia,1,1,1,7.57,0
12779,1,Internet,RoundTrip,12,21,13,Fri,HNDPER,Japan,1,1,1,7.57,0
12780,1,Internet,RoundTrip,148,22,14,Mon,HNDPER,Australia,0,0,0,7.57,0
12781,4,Internet,RoundTrip,357,17,6,Sat,HNDPER,Australia,1,1,0,7.57,0
12782,2,Internet,OneWay,266,19,3,Thu,HNDPER,Australia,1,1,0,7.57,0
12783,2,Internet,RoundTrip,63,19,8,Sat,HNDPER,Australia,1,0,0,7.57,0
12784,1,Internet,RoundTrip,309,24,14,Mon,HNDPER,Australia,1,0,0,7.57,0
12785,2,Internet,RoundTrip,301,24,4,Fri,HNDPER,Australia,1,1,1,7.57,0
12786,1,Mobile,RoundTrip,13,19,5,Thu,HNDPER,Japan,1,0,0,7.57,0
12787,1,Internet,RoundTrip,369,20,4,Mon,HNDPER,Australia,1,1,0,7.57,0
12788,1,Internet,RoundTrip,50,19,8,Mon,HNDPER,Australia,0,1,0,7.57,0
12789,1,Mobile,RoundTrip,28,18,14,Mon,HNDPER,Australia,1,1,0,7.57,0
12790,2,Internet,RoundTrip,47,30,4,Wed,HNDPER,Australia,1,0,0,7.57,0
12791,1,Internet,RoundTrip,250,22,13,Wed,HNDPER,Australia,1,0,0,7.57,0
12792,1,Internet,RoundTrip,26,113,1,Wed,HNDPER,Japan,1,0,1,7.57,0
12793,2,Mobile,RoundTrip,212,22,5,Mon,HNDPER,Australia,1,1,1,7.57,0
12794,1,Internet,RoundTrip,38,27,11,Tue,HNDPER,Australia,1,1,1,7.57,0
12795,1,Internet,RoundTrip,41,19,12,Thu,HNDPER,Australia,0,0,1,7.57,0
12796,1,Internet,RoundTrip,127,22,15,Sat,HNDPER,Australia,0,0,0,7.57,0
12797,2,Internet,RoundTrip,245,23,12,Wed,HNDPER,Australia,1,0,0,7.57,0
12798,1,Internet,RoundTrip,152,17,11,Sun,HNDPER,Australia,1,0,0,7.57,0
12799,4,Mobile,RoundTrip,45,35,5,Sat,HNDPER,Japan,1,0,1,7.57,0
12800,1,Internet,RoundTrip,169,25,6,Mon,HNDPER,Australia,1,1,0,7.57,0
12801,1,Internet,OneWay,59,34,15,Fri,HNDPER,Australia,1,0,0,7.57,0
12802,2,Internet,RoundTrip,200,40,13,Fri,HNDPER,Australia,1,0,1,7.57,0
12803,1,Internet,RoundTrip,273,20,9,Sat,HNDPER,Australia,1,1,0,7.57,0
12804,1,Internet,OneWay,45,24,11,Mon,HNDPER,Australia,1,0,0,7.57,0
12805,3,Internet,RoundTrip,42,18,14,Mon,HNDPER,Australia,1,1,1,7.57,0
12806,2,Internet,RoundTrip,341,17,9,Sat,HNDPER,Australia,1,1,0,7.57,0
12807,2,Internet,RoundTrip,326,22,10,Mon,HNDPER,Australia,1,1,1,7.57,0
12808,2,Mobile,RoundTrip,48,19,11,Thu,HNDPER,Australia,1,1,0,7.57,0
12809,2,Internet,RoundTrip,236,19,12,Wed,HNDPER,Australia,1,0,0,7.57,0
12810,1,Internet,RoundTrip,20,28,5,Mon,HNDPER,Australia,1,1,0,7.57,0
12811,2,Internet,RoundTrip,12,35,20,Tue,HNDPER,United Kingdom,1,0,1,7.57,0
12812,2,Internet,RoundTrip,262,22,4,Sun,HNDPER,Australia,1,0,1,7.57,0
12813,1,Internet,RoundTrip,50,32,14,Tue,HNDPER,Japan,1,0,1,7.57,0
12814,2,Internet,RoundTrip,100,64,13,Tue,HNDPER,Australia,1,0,0,7.57,0
12815,1,Internet,RoundTrip,114,23,11,Sun,HNDPER,Australia,1,0,0,7.57,0
12816,2,Internet,RoundTrip,50,19,13,Tue,HNDPER,Australia,1,0,0,7.57,0
12817,1,Internet,RoundTrip,27,23,16,Tue,HNDPER,Australia,1,1,0,7.57,0
12818,1,Internet,RoundTrip,50,29,12,Tue,HNDPER,Australia,0,0,1,7.57,0
12819,1,Internet,RoundTrip,13,31,8,Tue,HNDPER,Japan,1,0,0,7.57,0
12820,1,Internet,RoundTrip,169,25,6,Mon,HNDPER,Australia,1,1,0,7.57,0
12821,2,Internet,RoundTrip,57,17,6,Wed,HNDPER,Australia,1,1,0,7.57,0
12822,1,Internet,RoundTrip,255,21,14,Sun,HNDPER,Australia,0,1,1,7.57,0
12823,3,Internet,OneWay,298,22,15,Sun,HNDPER,Australia,1,0,0,7.57,0
12824,1,Internet,RoundTrip,122,28,8,Fri,HNDPER,Australia,1,1,1,7.57,0
12825,1,Internet,RoundTrip,277,19,15,Thu,HNDPER,Australia,1,1,0,7.57,0
12826,1,Internet,RoundTrip,95,19,4,Mon,HNDPER,Australia,1,1,1,7.57,0
12827,4,Internet,RoundTrip,115,17,15,Fri,HNDPER,Australia,1,1,1,7.57,0
12828,1,Internet,RoundTrip,235,20,7,Sat,HNDPER,Australia,1,0,0,7.57,1
12829,1,Internet,RoundTrip,52,21,12,Fri,HNDPER,Australia,1,0,1,7.57,0
12830,3,Internet,RoundTrip,153,19,9,Wed,HNDPER,Australia,1,0,0,7.57,1
12831,2,Internet,RoundTrip,188,20,13,Mon,HNDPER,Australia,1,0,0,7.57,0
12832,1,Internet,RoundTrip,327,26,2,Tue,HNDPER,Australia,1,0,0,7.57,0
12833,1,Internet,RoundTrip,8,30,15,Fri,HNDPER,Australia,1,0,1,7.57,0
12834,2,Internet,RoundTrip,324,18,5,Tue,HNDPER,Australia,0,0,1,7.57,0
12835,1,Internet,RoundTrip,27,18,4,Wed,HNDPER,Australia,1,0,1,7.57,0
12836,1,Internet,RoundTrip,41,41,10,Wed,HNDPER,Australia,1,0,0,7.57,0
12837,1,Internet,RoundTrip,46,19,13,Sat,HNDPER,Australia,1,1,1,7.57,1
12838,2,Internet,RoundTrip,23,83,11,Tue,HNDPNH,Japan,1,1,1,7.57,0
12839,1,Internet,RoundTrip,17,1,2,Tue,HNDPNH,Cambodia,1,0,0,7.57,0
12840,1,Internet,RoundTrip,13,25,6,Thu,HNDPNH,Cambodia,0,0,0,7.57,0
12841,1,Internet,RoundTrip,7,30,13,Sun,HNDPNH,Japan,1,0,0,7.57,0
12842,1,Internet,RoundTrip,21,21,22,Mon,HNDPNH,Japan,1,0,0,7.57,0
12843,1,Internet,RoundTrip,18,20,12,Sat,HNDREP,Thailand,1,0,0,7.57,1
12844,1,Internet,RoundTrip,42,31,5,Sun,HNDREP,Japan,1,0,0,7.57,0
12845,2,Internet,RoundTrip,312,23,11,Wed,HNDREP,Japan,1,1,1,7.57,0
12846,1,Internet,RoundTrip,36,18,1,Thu,HNDRGN,Japan,0,0,1,7.57,0
12847,1,Mobile,RoundTrip,2,25,3,Sat,HNDRGN,Japan,1,0,1,7.57,0
12848,1,Internet,RoundTrip,175,25,1,Mon,HNDRGN,Japan,1,1,1,7.57,0
12849,1,Mobile,RoundTrip,56,26,14,Sun,HNDRGN,Japan,0,1,0,7.57,0
12850,2,Internet,RoundTrip,21,45,6,Wed,HNDRGN,Japan,1,0,0,7.57,0
12851,1,Internet,RoundTrip,4,81,9,Thu,HNDRGN,Japan,1,0,0,7.57,1
12852,2,Internet,RoundTrip,77,20,8,Mon,HNDSBW,Malaysia,1,1,1,7.57,0
12853,1,Internet,RoundTrip,120,77,15,Tue,HNDSBW,Japan,1,0,0,7.57,0
12854,1,Internet,RoundTrip,39,24,14,Fri,HNDSBW,Japan,1,0,0,7.57,0
12855,1,Internet,RoundTrip,177,77,16,Sun,HNDSBW,Japan,1,0,0,7.57,0
12856,1,Internet,RoundTrip,79,19,12,Tue,HNDSBW,Japan,1,0,0,7.57,0
12857,1,Internet,RoundTrip,11,19,11,Thu,HNDSGN,Laos,1,0,0,7.57,1
12858,1,Internet,RoundTrip,90,31,1,Thu,HNDSGN,Vietnam,0,0,0,7.57,1
12859,1,Mobile,RoundTrip,130,19,6,Sun,HNDSGN,Vietnam,1,1,0,7.57,0
12860,1,Internet,RoundTrip,25,71,12,Thu,HNDSGN,Japan,1,0,1,7.57,1
12861,1,Internet,RoundTrip,66,25,3,Sun,HNDSGN,Japan,0,0,0,7.57,0
12862,1,Internet,RoundTrip,3,75,0,Sat,HNDSGN,Japan,1,1,1,7.57,1
12863,1,Internet,RoundTrip,19,109,12,Wed,HNDSIN,Japan,1,0,1,7.57,0
12864,1,Internet,RoundTrip,39,23,2,Fri,HNDSIN,Singapore,1,0,0,7.57,0
12865,2,Internet,RoundTrip,77,20,8,Thu,HNDSIN,Singapore,1,0,1,7.57,0
12866,1,Mobile,RoundTrip,78,1,12,Thu,HNDSIN,Japan,0,0,0,7.57,0
12867,1,Internet,RoundTrip,9,1,8,Sat,HNDSIN,Singapore,0,0,0,7.57,1
12868,1,Internet,RoundTrip,33,1,5,Mon,HNDSIN,Japan,0,0,0,7.57,0
12869,1,Internet,RoundTrip,36,20,17,Sat,HNDSIN,France,0,0,0,7.57,0
12870,1,Internet,RoundTrip,15,23,15,Thu,HNDSIN,Singapore,1,0,0,7.57,0
12871,1,Internet,RoundTrip,3,21,12,Sat,HNDSIN,Singapore,0,0,0,7.57,0
12872,1,Internet,RoundTrip,29,1,22,Wed,HNDSIN,United States,0,1,0,7.57,0
12873,1,Internet,RoundTrip,1,79,18,Sun,HNDSIN,Japan,1,0,0,7.57,0
12874,1,Internet,RoundTrip,12,30,2,Fri,HNDSIN,Japan,0,0,0,7.57,1
12875,3,Internet,RoundTrip,48,18,9,Thu,HNDSIN,Singapore,1,0,1,7.57,0
12876,1,Internet,RoundTrip,41,27,9,Thu,HNDSIN,Japan,1,0,0,7.57,0
12877,1,Internet,RoundTrip,60,19,9,Thu,HNDSIN,Japan,1,0,0,7.57,0
12878,1,Internet,RoundTrip,0,1,3,Fri,HNDSIN,Japan,0,0,0,7.57,0
12879,1,Internet,RoundTrip,70,25,14,Wed,HNDSIN,Singapore,1,0,1,7.57,0
12880,1,Internet,RoundTrip,82,21,12,Thu,HNDSIN,Singapore,1,1,1,7.57,1
12881,1,Internet,RoundTrip,3,1,4,Sun,HNDSIN,Singapore,0,1,0,7.57,0
12882,1,Internet,RoundTrip,32,18,4,Thu,HNDSIN,Singapore,1,0,0,7.57,1
12883,1,Internet,RoundTrip,69,23,18,Wed,HNDSIN,Singapore,1,0,1,7.57,0
12884,1,Mobile,RoundTrip,23,46,13,Sat,HNDSIN,Singapore,1,1,0,7.57,0
12885,1,Internet,RoundTrip,106,34,12,Mon,HNDSIN,France,1,0,0,7.57,1
12886,1,Internet,RoundTrip,2,41,10,Mon,HNDSIN,Singapore,1,0,0,7.57,0
12887,1,Internet,RoundTrip,28,29,8,Mon,HNDSIN,Singapore,0,0,0,7.57,0
12888,1,Internet,RoundTrip,22,17,16,Fri,HNDSIN,Singapore,0,0,0,7.57,0
12889,1,Internet,RoundTrip,1,32,8,Tue,HNDSIN,Japan,1,0,0,7.57,0
12890,1,Internet,RoundTrip,54,17,1,Thu,HNDSIN,Singapore,0,0,1,7.57,0
12891,1,Internet,RoundTrip,20,22,16,Fri,HNDSIN,Japan,1,1,0,7.57,0
12892,1,Internet,RoundTrip,43,18,8,Sat,HNDSIN,Singapore,1,1,0,7.57,1
12893,1,Internet,RoundTrip,8,70,5,Fri,HNDSUB,Indonesia,1,0,0,7.57,0
12894,1,Internet,RoundTrip,10,74,2,Sun,HNDSUB,Japan,1,1,1,7.57,1
12895,1,Internet,RoundTrip,74,34,8,Tue,HNDSUB,Indonesia,1,0,0,7.57,1
12896,1,Mobile,RoundTrip,22,25,10,Tue,HNDSUB,Japan,1,1,0,7.57,0
12897,2,Internet,RoundTrip,13,44,13,Sat,HNDSUB,Japan,1,0,1,7.57,0
12898,1,Internet,RoundTrip,8,178,11,Sun,HNDSUB,Japan,1,0,0,7.57,0
12899,3,Internet,RoundTrip,21,24,17,Thu,HNDSUB,Indonesia,1,1,1,7.57,1
12900,2,Internet,RoundTrip,52,28,2,Sat,HNDSUB,Japan,1,1,1,7.57,0
12901,1,Internet,RoundTrip,49,39,1,Fri,HNDSUB,Indonesia,1,1,1,7.57,1
12902,1,Internet,CircleTrip,35,1,8,Sat,HNDSUB,Indonesia,0,1,1,7.57,1
12903,1,Internet,RoundTrip,86,177,0,Sat,HNDSUB,Japan,1,1,1,7.57,1
12904,1,Mobile,RoundTrip,7,83,13,Sun,HNDSUB,Japan,1,1,1,7.57,1
12905,1,Internet,RoundTrip,30,89,7,Sat,HNDSUB,Indonesia,1,1,1,7.57,0
12906,1,Internet,RoundTrip,70,18,7,Mon,HNDSUB,Japan,0,0,0,7.57,0
12907,1,Internet,RoundTrip,8,17,5,Tue,HNDSUB,Indonesia,1,0,0,7.57,1
12908,1,Internet,RoundTrip,65,42,7,Wed,HNDSUB,Japan,1,0,0,7.57,0
12909,1,Mobile,RoundTrip,7,28,10,Thu,HNDSUB,Indonesia,0,0,1,7.57,0
12910,1,Internet,RoundTrip,85,29,13,Sun,HNDSUB,Brunei,1,0,0,7.57,1
12911,2,Internet,RoundTrip,48,55,6,Wed,HNDSUB,Indonesia,1,1,1,7.57,0
12912,2,Mobile,RoundTrip,23,56,14,Sat,HNDSUB,Japan,1,0,0,7.57,0
12913,1,Internet,RoundTrip,29,37,13,Thu,HNDSUB,Japan,1,1,0,7.57,0
12914,1,Internet,RoundTrip,59,23,13,Mon,HNDSUB,Japan,1,0,1,7.57,1
12915,1,Internet,RoundTrip,8,41,1,Tue,HNDSUB,Indonesia,1,1,1,7.57,1
12916,2,Internet,RoundTrip,16,53,3,Mon,HNDSUB,Indonesia,1,0,0,7.57,0
12917,1,Internet,RoundTrip,29,19,8,Wed,HNDSUB,Japan,1,0,0,7.57,0
12918,2,Internet,RoundTrip,15,28,7,Thu,HNDSUB,Indonesia,0,0,0,7.57,0
12919,1,Mobile,RoundTrip,7,28,10,Thu,HNDSUB,Indonesia,1,0,1,7.57,0
12920,1,Internet,RoundTrip,59,113,0,Sun,HNDSYD,Japan,1,1,0,8.58,0
12921,1,Internet,CircleTrip,53,22,11,Wed,HNDSYD,Australia,1,0,0,8.58,0
12922,1,Internet,RoundTrip,24,24,12,Mon,HNDSYD,United States,0,0,0,8.58,0
12923,3,Internet,OneWay,52,1,11,Wed,HNDSYD,Australia,0,0,0,8.58,0
12924,1,Internet,RoundTrip,173,24,7,Wed,HNDSYD,Japan,0,0,0,8.58,0
12925,1,Internet,RoundTrip,13,37,12,Wed,HNDSYD,Australia,0,0,0,8.58,0
12926,1,Internet,RoundTrip,105,21,9,Tue,HNDSYD,Australia,1,1,1,8.58,0
12927,1,Internet,RoundTrip,35,20,4,Tue,HNDSYD,Australia,1,0,0,8.58,0
12928,1,Internet,RoundTrip,126,18,8,Wed,HNDSYD,Australia,1,0,0,8.58,0
12929,2,Internet,RoundTrip,126,18,7,Wed,HNDSYD,Australia,1,0,0,8.58,0
12930,1,Internet,RoundTrip,24,96,15,Wed,HNDSYD,Japan,1,0,0,8.58,0
12931,2,Internet,RoundTrip,168,21,5,Mon,HNDSYD,Australia,1,0,0,8.58,0
12932,1,Internet,RoundTrip,47,23,9,Mon,HNDSYD,Australia,1,1,0,8.58,0
12933,1,Internet,RoundTrip,52,18,5,Wed,HNDSYD,Australia,1,1,1,8.58,0
12934,1,Internet,RoundTrip,216,88,9,Mon,HNDSYD,Australia,1,0,1,8.58,0
12935,2,Internet,RoundTrip,171,21,8,Tue,HNDSYD,Australia,1,0,1,8.58,0
12936,2,Internet,RoundTrip,46,18,4,Wed,HNDSYD,Japan,1,0,0,8.58,0
12937,1,Internet,RoundTrip,166,20,7,Tue,HNDSYD,Australia,1,0,0,8.58,0
12938,1,Internet,RoundTrip,195,28,4,Thu,HNDSYD,Japan,0,0,0,8.58,0
12939,1,Internet,RoundTrip,105,21,9,Tue,HNDSYD,Australia,1,1,1,8.58,0
12940,1,Internet,RoundTrip,33,35,16,Wed,HNDSYD,Japan,0,0,0,8.58,0
12941,4,Internet,RoundTrip,162,25,6,Thu,HNDSYD,Australia,1,0,0,8.58,0
12942,1,Internet,RoundTrip,112,27,10,Tue,HNDSYD,Australia,1,0,0,8.58,0
12943,1,Mobile,RoundTrip,45,33,10,Fri,HNDSYD,Japan,1,0,0,8.58,0
12944,3,Internet,RoundTrip,36,28,6,Fri,HNDTRZ,Japan,1,1,1,7.57,0
12945,1,Internet,RoundTrip,86,24,5,Wed,HNDTRZ,Japan,1,0,0,7.57,0
12946,1,Internet,RoundTrip,54,30,23,Fri,HNDTRZ,Japan,1,0,0,7.57,0
12947,1,Internet,RoundTrip,112,23,8,Sat,HNDTRZ,Japan,1,1,1,7.57,0
12948,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12949,1,Internet,RoundTrip,6,86,15,Fri,HNDTRZ,Japan,1,0,1,7.57,0
12950,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12951,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12952,1,Internet,RoundTrip,11,17,4,Sat,HNDTRZ,Japan,1,1,1,7.57,0
12953,1,Internet,RoundTrip,119,23,14,Fri,HNDTRZ,Japan,1,0,0,7.57,0
12954,2,Internet,RoundTrip,91,43,13,Sat,HNDTRZ,Japan,1,1,1,7.57,0
12955,3,Internet,RoundTrip,97,22,17,Sat,HNDTRZ,Japan,0,0,0,7.57,0
12956,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12957,3,Internet,RoundTrip,12,37,5,Tue,HNDTRZ,Japan,1,1,1,7.57,0
12958,1,Internet,RoundTrip,60,20,13,Sat,HNDTRZ,Japan,0,0,1,7.57,0
12959,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12960,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12961,1,Internet,RoundTrip,29,30,10,Tue,HNDTRZ,Singapore,0,0,1,7.57,0
12962,1,Internet,RoundTrip,106,20,4,Mon,HNDTRZ,Japan,1,0,0,7.57,0
12963,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12964,1,Internet,RoundTrip,107,24,8,Sun,HNDTRZ,Japan,1,1,1,7.57,0
12965,1,Internet,RoundTrip,52,23,23,Thu,HNDTRZ,Japan,0,0,0,7.57,0
12966,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12967,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12968,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12969,2,Internet,RoundTrip,11,57,6,Mon,HNDTRZ,Japan,1,1,1,7.57,0
12970,1,Internet,RoundTrip,152,33,7,Sat,HNDTRZ,Japan,1,0,1,7.57,0
12971,3,Mobile,RoundTrip,37,18,4,Tue,HNDTRZ,Japan,1,0,0,7.57,0
12972,2,Internet,RoundTrip,41,36,8,Sun,HYDMEL,Australia,1,1,1,8.83,0
12973,1,Internet,RoundTrip,104,41,7,Fri,HYDMEL,India,1,0,1,8.83,0
12974,1,Internet,RoundTrip,45,23,7,Mon,HYDMEL,Australia,1,0,1,8.83,0
12975,1,Internet,RoundTrip,11,130,10,Thu,HYDMEL,India,0,0,0,8.83,0
12976,1,Internet,RoundTrip,79,22,2,Wed,HYDMEL,Australia,1,1,1,8.83,0
12977,1,Internet,RoundTrip,46,92,11,Thu,HYDMEL,India,1,0,0,8.83,1
12978,1,Internet,RoundTrip,60,60,11,Wed,HYDMEL,Australia,1,0,1,8.83,0
12979,1,Internet,RoundTrip,2,29,13,Tue,HYDMEL,Australia,1,0,1,8.83,0
12980,1,Internet,RoundTrip,72,24,7,Thu,HYDMEL,Australia,0,0,0,8.83,0
12981,2,Internet,RoundTrip,19,27,3,Sat,HYDMEL,Australia,1,0,0,8.83,0
12982,1,Internet,RoundTrip,82,48,13,Sun,HYDMEL,Australia,1,0,0,8.83,0
12983,1,Internet,RoundTrip,57,22,10,Sun,HYDMEL,Australia,1,0,0,8.83,0
12984,3,Mobile,RoundTrip,71,27,9,Fri,HYDMEL,India,1,0,0,8.83,0
12985,1,Internet,RoundTrip,11,31,6,Mon,HYDMEL,Australia,1,0,1,8.83,0
12986,1,Internet,RoundTrip,4,85,6,Sat,HYDMEL,India,1,1,1,8.83,0
12987,2,Internet,RoundTrip,93,177,11,Fri,HYDMEL,Australia,1,0,0,8.83,0
12988,1,Internet,RoundTrip,67,30,21,Wed,HYDMEL,Australia,0,0,1,8.83,1
12989,2,Internet,RoundTrip,27,85,8,Tue,HYDMEL,Australia,1,1,1,8.83,0
12990,1,Internet,RoundTrip,7,20,2,Sun,HYDMEL,Australia,1,0,0,8.83,0
12991,2,Internet,RoundTrip,24,69,10,Fri,HYDMEL,India,1,1,1,8.83,0
12992,2,Internet,RoundTrip,7,137,6,Fri,HYDMEL,Australia,1,1,1,8.83,0
12993,3,Internet,RoundTrip,428,22,6,Mon,HYDMEL,India,1,0,0,8.83,0
12994,1,Internet,RoundTrip,121,23,2,Wed,HYDMEL,Australia,1,1,1,8.83,0
12995,1,Internet,RoundTrip,70,31,1,Wed,HYDMEL,Australia,1,0,1,8.83,0
12996,1,Internet,RoundTrip,54,17,10,Wed,HYDMEL,Australia,0,0,0,8.83,0
12997,1,Internet,RoundTrip,117,20,10,Tue,HYDMEL,Australia,1,0,1,8.83,0
12998,1,Internet,RoundTrip,15,17,9,Fri,HYDMEL,Australia,0,0,0,8.83,0
12999,1,Internet,RoundTrip,75,32,8,Sat,HYDMEL,Australia,1,0,1,8.83,0
13000,1,Internet,RoundTrip,0,17,8,Tue,HYDMEL,Australia,0,0,0,8.83,0
13001,1,Internet,RoundTrip,48,237,8,Thu,HYDMEL,Australia,1,1,1,8.83,0
13002,1,Internet,RoundTrip,105,87,9,Mon,HYDMEL,India,1,1,1,8.83,0
13003,1,Internet,RoundTrip,74,36,8,Fri,HYDMEL,India,0,0,0,8.83,0
13004,1,Internet,RoundTrip,9,53,3,Wed,HYDMEL,Australia,0,0,1,8.83,0
13005,1,Mobile,RoundTrip,0,34,2,Fri,HYDMEL,Australia,1,1,1,8.83,0
13006,1,Internet,RoundTrip,32,22,23,Sat,HYDMEL,Australia,1,0,1,8.83,1
13007,1,Internet,RoundTrip,12,34,13,Thu,HYDMEL,Australia,1,0,0,8.83,0
13008,3,Internet,RoundTrip,33,17,3,Thu,HYDMEL,Australia,1,1,1,8.83,0
13009,1,Mobile,RoundTrip,36,38,12,Fri,HYDMEL,India,1,0,1,8.83,0
13010,1,Mobile,RoundTrip,44,34,6,Tue,HYDMEL,Australia,1,0,1,8.83,0
13011,1,Internet,RoundTrip,38,17,14,Mon,HYDMEL,Australia,1,1,1,8.83,0
13012,1,Internet,RoundTrip,73,60,9,Mon,HYDMEL,India,1,0,0,8.83,0
13013,2,Internet,RoundTrip,105,30,4,Thu,HYDMEL,India,1,1,1,8.83,0
13014,1,Internet,RoundTrip,21,46,10,Wed,HYDMEL,Australia,1,1,1,8.83,0
13015,1,Internet,RoundTrip,4,21,6,Fri,HYDMEL,Australia,1,0,0,8.83,0
13016,1,Internet,RoundTrip,15,30,7,Wed,HYDMEL,Australia,1,1,0,8.83,0
13017,3,Internet,RoundTrip,17,24,12,Thu,HYDMEL,India,1,1,0,8.83,0
13018,1,Internet,RoundTrip,29,21,4,Wed,HYDMEL,Malaysia,1,0,0,8.83,0
13019,2,Internet,RoundTrip,190,27,7,Tue,HYDMEL,India,1,1,1,8.83,0
13020,2,Internet,RoundTrip,52,28,9,Mon,HYDMEL,Australia,1,1,1,8.83,0
13021,2,Internet,RoundTrip,5,30,4,Sun,HYDMEL,Australia,1,0,0,8.83,0
13022,2,Internet,RoundTrip,24,67,9,Tue,HYDMEL,Australia,1,1,1,8.83,0
